Customer Name,Product Category,Region,Sales
Gretchen Best Wilkins,Technology,West,2634.94
Gretchen Davis,Furniture,Central,114.38
Gretchen Davis,Office Supplies,Central,541.27
Gretchen Davis,Technology,Central,3710.35
Gretchen Levine,Furniture,East,3330.08
Gretchen Levine,Office Supplies,East,366.74
Gretchen Levine,Technology,East,37.89
Gretchen McKinney,Furniture,East,90.45
Gretchen McKinney,Office Supplies,East,84.01
Gretchen Orr,Office Supplies,South,336.56
Gretchen Orr,Technology,South,1247.06
Gretchen Wiggins,Office Supplies,Central,85.82
Gretchen Wiggins,Technology,Central,2358.86
Gretchen Wilder,Office Supplies,East,43.48
Gretchen Zimmerman,Office Supplies,East,3.17
Guy Gallagher,Furniture,West,420.46
Guy Gallagher,Office Supplies,West,644.98
Guy Gallagher,Technology,West,1730.04
Guy McDonald,Office Supplies,Central,22.64
Guy McDonald,Technology,Central,233.58
Gwendolyn F Tyson,Furniture,Central,1164.45
Gwendolyn F Tyson,Office Supplies,Central,80.03
Hannah Carver,Office Supplies,Central,674.39
Hannah Carver,Technology,Central,3163.41
Hannah Grant,Furniture,East,45.11
Hannah Tyson,Furniture,South,814.91
Hannah Tyson,Office Supplies,South,296.21
Harold Albright,Office Supplies,West,3316.83
Harold Albright,Technology,West,31073.04
Harold Briggs,Furniture,Central,8585.44
Harold Briggs,Office Supplies,Central,2111.33
Harold Shapiro,Furniture,South,280.54
Harold Shapiro,Office Supplies,South,515.89
Harriet Bowman,Office Supplies,South,32.66
Harriet Bowman,Technology,South,1051.68
Harriet Hinson,Furniture,East,128.9
Harriet Hodges,Office Supplies,East,1996.58
Harriet Hodges,Technology,East,573.31
Harriet Moore,Furniture,West,1952.43
Harriet Moore,Office Supplies,West,837.9
Harriet Wooten,Technology,East,7303.05
Harry Berger,Furniture,Central,2123.21
Harry Berger,Office Supplies,Central,2342.9
Harry Burns,Furniture,Central,140.22
Harry Burns,Office Supplies,Central,149.54
Harry Burns,Technology,Central,2960.17
Harry Cooper,Office Supplies,Central,425.14
Harry Cooper,Technology,Central,641.96
Harry Dodson Walsh,Office Supplies,East,98.3
Harry Faulkner,Office Supplies,East,41.06
Harry Houston,Office Supplies,Central,3.44
Harry McCall,Office Supplies,East,18.16
Harry McKee,Technology,East,31.7
Harry Sellers,Office Supplies,West,94.77
Harvey Barefoot,Office Supplies,South,49.95
Harvey Barefoot,Technology,South,12.99
Harvey Barrett,Furniture,West,1493.63
Harvey Barrett,Office Supplies,West,2230.3
Harvey Barrett,Technology,West,22.76
Harvey Berman,Office Supplies,East,10.22
Harvey Hoyle,Office Supplies,West,92.9
Harvey McDonald,Furniture,Central,145.83
Harvey McDonald,Office Supplies,Central,1339.89
Harvey McDonald,Technology,Central,587.87
Harvey Sanchez,Office Supplies,Central,368.77
Harvey Sanchez,Technology,Central,1050.72
Harvey Wong Bates,Furniture,West,2875.28
Harvey Wong Bates,Office Supplies,West,167.2
Harvey Woods,Office Supplies,East,112.67
Hazel Britt,Furniture,East,105.09
Hazel Dale,Technology,Central,2782.73
Hazel Graham,Furniture,East,5594.21
Hazel Graham,Office Supplies,East,4523.17
Hazel Herman,Office Supplies,East,12.55
Hazel Jennings,Furniture,East,10389.62
Hazel Jennings,Office Supplies,East,28083.03
Hazel Jennings,Technology,East,4567.33
Hazel Jones,Furniture,West,1252.22
Hazel Jones,Office Supplies,West,145.36
Hazel Jones,Technology,West,3616.52
Hazel Khan,Technology,East,948.97
Hazel Lindsay,Furniture,South,7582.99
Hazel Lindsay,Office Supplies,South,370.18
Hazel Lindsay,Technology,South,180.27
Hazel Walters,Office Supplies,Central,240.83
Heather Fleming,Office Supplies,East,73.67
Heather Rich McClure,Furniture,East,381.72
Heather Shannon,Technology,East,475.72
Heather Stern,Office Supplies,East,31.46
Heidi Best,Furniture,West,26.71
Heidi Best,Office Supplies,West,453.86
Heidi Best,Technology,West,642.57
Heidi Cobb,Technology,East,416.69
Helen Dickerson,Furniture,Central,1695.75
Helen Dickerson,Office Supplies,Central,675.52
Helen Ferguson,Office Supplies,South,575.63
Helen H Heller,Furniture,West,300.63
Helen H Heller,Office Supplies,West,416.38
Helen H Murphy,Furniture,West,1578.9
Helen H Murphy,Office Supplies,West,239.87
Helen H Murphy,Technology,West,1708.73
Helen Lyons,Furniture,West,1278.16
Helen Lyons,Office Supplies,West,386.42
Helen Lyons,Technology,West,243.86
Helen Poole,Office Supplies,Central,1500.29
Helen Proctor,Office Supplies,East,51.06
Helen Simpson,Furniture,Central,1871.25
Helen Simpson,Office Supplies,Central,194.77
Helen Simpson,Technology,Central,435.83
Helen Stein,Furniture,East,1365.77
Helen Stein,Office Supplies,East,15335.18
Helen Ward Langley,Office Supplies,East,1342.12
Henry Ball,Furniture,East,57.37
Henry Ball,Office Supplies,East,460.62
Henry Eaton,Technology,East,895.67
Henry Khan,Technology,East,1669.48
Henry O'Connell,Furniture,Central,35.97
Henry O'Connell,Office Supplies,Central,591.49
Herbert Barbour,Furniture,East,3828.15
Herbert Beard,Office Supplies,Central,676.57
Herbert Beard,Technology,Central,1247.78
Herbert Cline,Furniture,Central,978.97
Herbert Cline,Office Supplies,Central,68.12
Herbert Currie,Office Supplies,South,1519.65
Herbert Currie,Technology,South,4543.88
Herbert Donnelly Swanson,Office Supplies,East,92.57
Herbert Gentry,Technology,East,1442.19
Herbert Hester,Furniture,West,46.58
Herbert Hester,Office Supplies,West,299.57
Herbert Holden,Furniture,South,9915.38
Herbert Holden,Office Supplies,South,3103.13
Herbert Holden,Technology,South,25087.44
Herbert Liu,Technology,Central,570.89
Herbert Reddy,Furniture,South,4341.05
Herbert Reddy,Office Supplies,South,282.82
Herbert Williamson,Furniture,West,177.39
Herbert Williamson,Office Supplies,West,194.33
Herman Decker,Furniture,Central,1050.08
Herman Decker,Office Supplies,Central,1752.36
Herman Decker,Technology,Central,1812.52
Herman Leach,Furniture,South,337.74
Herman Leach,Office Supplies,South,2400.53
Herman Leach,Technology,South,4585.86
Herman Pritchard,Furniture,East,495.31
Herman Ray,Office Supplies,East,25
Hilda Bennett,Furniture,East,433.68
Hilda Bennett,Office Supplies,East,31.46
Hilda Bennett,Technology,East,2178.05
Hilda Diaz,Furniture,East,98.28
Hilda Diaz,Office Supplies,East,54.65
Hilda Fletcher,Furniture,Central,77.51
Hilda Fletcher,Office Supplies,Central,177.85
Hilda Levine,Furniture,West,162.78
Hilda Levine,Office Supplies,West,680.95
Hilda Porter,Furniture,West,1190.92
Hilda Porter,Office Supplies,West,8.57
Hilda Porter,Technology,West,4620.1
Hilda Proctor,Office Supplies,East,237.12
Holly Carey,Office Supplies,East,31.5
Holly Chu,Office Supplies,Central,107.83
Holly Chu,Technology,Central,161.75
Holly Love Butler,Furniture,West,1057.4
Holly Love Butler,Office Supplies,West,2179.47
Holly Osborne,Office Supplies,South,359.12
Holly Osborne,Technology,South,324.62
Holly Pate,Office Supplies,Central,116.66
Holly Pate,Technology,Central,2677.9
Howard Burnett,Office Supplies,East,477.2
Howard Elliott,Furniture,East,3491.94
Howard Page,Office Supplies,East,252.92
Howard Rogers,Furniture,Central,1454.41
Howard Rogers,Office Supplies,Central,53.3
Howard Rogers,Technology,Central,1779.09
Hugh Brock,Technology,Central,134.24
Hugh Mills,Furniture,Central,307.15
Hugh Mills,Office Supplies,Central,324.41
Ian Bean,Furniture,West,397.23
Ian Chu,Office Supplies,South,592.06
Ian Chu,Technology,South,615.77
Ian Gillespie,Office Supplies,East,10.51
Ian Hall,Office Supplies,Central,119.13
Ian Hall,Technology,Central,1019
Ian L O'Donnell,Office Supplies,Central,221.51
Irene Conway,Furniture,Central,3219.68
Irene Conway,Office Supplies,Central,100.04
Irene Li,Furniture,East,602.34
Irene Li,Office Supplies,East,223.91
Irene Li,Technology,East,501.58
Irene Murphy,Furniture,West,1852.24
Irene Murphy,Office Supplies,West,204.84
Irene Murphy,Technology,West,868.9
Jack Durham,Office Supplies,East,59.05
Jack Hatcher,Furniture,Central,6600.63
Jack Hatcher,Technology,Central,1811.99
Jack Horn,Furniture,South,2321.78
Jack Horn,Technology,South,176.42
Jack Horne,Furniture,West,95.48
Jack Horne,Office Supplies,West,157.74
Jack Howard,Office Supplies,East,88.35
Jack Morse,Furniture,South,614.18
Jack Morse,Office Supplies,South,3272.61
Jack Morse,Technology,South,5140.73
Jackie Burke,Furniture,South,4092.18
Jackie Burke,Office Supplies,South,80.85
Jackie Burke,Technology,South,480.51
Jackie Capps,Furniture,West,641.9
Jackie Capps,Office Supplies,West,5375.86
Jackie Davenport,Technology,East,54.59
Jackie Flynn,Office Supplies,East,57.14
Jackie McCullough,Furniture,South,1358.02
Jackie McCullough,Office Supplies,South,460.95
Jackie McCullough,Technology,South,568.77
Jackie Neal,Office Supplies,East,34.11
Jackie Wu,Furniture,West,113.42
Jackie Wu,Office Supplies,West,238.28
Jackie Wu,Technology,West,3191.71
Jacob Archer,Office Supplies,South,3780.96
Jacob Burgess,Office Supplies,South,3561.55
Jacob Burgess,Technology,South,979.84
Jacob Dale,Office Supplies,Central,90.03
Jacob Duncan,Office Supplies,West,71.52
Jacob Hirsch,Technology,East,7029.1
Jacob Kirby,Office Supplies,Central,26.31
Jacob Kirby,Technology,Central,550.02
Jacob Lanier,Office Supplies,East,606.51
Jacob McNeill,Furniture,East,524.32
Jacob McNeill,Office Supplies,East,406.22
Jacob McNeill,Technology,East,1052.45
Jacob Murray,Furniture,East,69.89
Jacob Murray,Office Supplies,East,176.97
Jacqueline Chung,Technology,East,342.13
Jacqueline McMahon,Furniture,Central,2721.15
Jacqueline McMahon,Office Supplies,Central,41.56
Jacqueline Noble,Furniture,South,511.35
Jacqueline Noble,Office Supplies,South,261.47
Jacqueline Noble,Technology,South,22856.15
James Beck,Furniture,West,210.77
James Beck,Office Supplies,West,18.67
James Brennan,Furniture,West,74.02
James Brennan,Office Supplies,West,213.1
James Craft,Office Supplies,South,924.84
James Craft,Technology,South,5762.13
James Davenport,Office Supplies,Central,737.45
James Davenport,Technology,Central,1012.67
James Dickinson Ball,Furniture,West,78.6
James Dickinson Ball,Office Supplies,West,554.41
James Dickinson Ball,Technology,West,6569.07
James Fox,Furniture,South,8.65
James Fox,Office Supplies,South,60.53
James Fox,Technology,South,343.37
James Goldman,Office Supplies,Central,692.11
James Goldman,Technology,Central,887.43
James Hunter,Office Supplies,Central,206.99
James Hunter,Technology,Central,2543.54
James Levine,Furniture,Central,362.98
James Levine,Office Supplies,Central,160.26
James Li,Furniture,Central,2650.59
James Li,Office Supplies,Central,195.04
James McLaughlin,Office Supplies,East,12.45
James Mercer,Technology,East,472.22
James Nicholson,Furniture,South,924.26
James Nicholson,Office Supplies,South,1011.41
James Nicholson,Technology,South,361.19
James Osborne,Office Supplies,Central,90.5
James Perez,Office Supplies,Central,1083.05
James Perez,Technology,Central,730.96
Jamie Combs,Technology,East,99.99
Jamie Dixon,Office Supplies,Central,174.04
Jamie Manning,Office Supplies,Central,1288.25
Jamie Ward,Furniture,East,1487.9
Jamie Ward,Office Supplies,East,75.38
Jamie Ward,Technology,East,854.1
Jamie Watkins,Technology,East,329.83
Jan Cross,Office Supplies,Central,2098.85
Jan Cross,Technology,Central,4967.9
Jan Ellis,Office Supplies,East,416.07
Jan Hubbard Richards,Technology,East,18.8
Jan Kaufman Parrish,Office Supplies,East,64.83
Jan Massey,Office Supplies,East,36
Jane Clayton,Furniture,East,1456.7
Jane Clayton,Office Supplies,East,318.21
Jane Clayton,Technology,East,1120.94
Jane Freeman,Furniture,South,8127.55
Jane Freeman,Office Supplies,South,448.26
Jane Freeman,Technology,South,3745.01
Jane Howell,Office Supplies,South,184.61
Jane Howell,Technology,South,3495.68
Jane Shah,Office Supplies,Central,290.96
Jane Shah,Technology,Central,2233.28
Jane Whitehead,Office Supplies,Central,3122.93
Janet Bryant,Furniture,East,61.44
Janet Bryant,Office Supplies,East,703.4
Janet Bryant,Technology,East,2691.51
Janet Carroll,Furniture,East,583.95
Janet Carroll,Office Supplies,East,243.96
Janet Carroll,Technology,East,362.54
Janet McCullough,Technology,South,627.78
Janet Snow,Technology,Central,479.33
Janet Zhang,Office Supplies,West,880.59
Janet Zhang,Technology,West,1040.34
Janice Boswell,Furniture,South,12.77
Janice Boswell,Office Supplies,South,383.51
Janice Cole,Furniture,South,1838.82
Janice Cole,Office Supplies,South,44.86
Janice Cole,Technology,South,7160.88
Janice Fletcher,Office Supplies,Central,5.9
Janice Frye,Furniture,West,2259.99
Janice Frye,Office Supplies,West,412.9
Janice Frye,Technology,West,702.67
Janice Page,Office Supplies,South,189.22
Janice Woods,Furniture,West,47.22
Janice Woods,Office Supplies,West,16.74
Janice Woods,Technology,West,2848.2
Jason Bell,Office Supplies,West,678.71
Jason Bell,Technology,West,1168.9
Jason Bray,Furniture,West,4510.78
Jason Bray,Office Supplies,West,706.47
Jason Donovan,Technology,South,324.23
Jason Hernandez,Furniture,West,25712.3
Jason Hernandez,Office Supplies,West,2369.1
Jason Hill,Furniture,West,325.97
Jason Hill,Office Supplies,West,590.2
Jason Knox,Office Supplies,West,61.23
Jason L Doyle,Office Supplies,East,734.75
Jay Hubbard,Furniture,South,3772.19
Jay Hubbard,Office Supplies,South,4620.42
Jay Hubbard,Technology,South,170.62
Jay Parker,Technology,East,303.72
Jay Shaffer Desai,Office Supplies,Central,626.34
Jay Shaffer Desai,Technology,Central,591.36
Jay Simon,Technology,South,4525.49
Jean Bryan,Furniture,Central,327.46
Jean Bryan,Office Supplies,Central,1687.82
Jean Bryan,Technology,Central,1186.07
Jean Frazier,Office Supplies,South,1781.09
Jean Hardy,Furniture,East,612.79
Jean Khan,Furniture,West,1793.99
Jean Khan,Office Supplies,West,74.13
Jean Khan,Technology,West,678.99
Jean Parrish,Office Supplies,Central,142.56
Jean Webster,Furniture,East,325.51
Jean Webster,Office Supplies,East,664.76
Jean Webster,Technology,East,2223.6
Jean Weiss Diaz,Furniture,East,88.15
Jean Weiss Diaz,Office Supplies,East,826.92
Jeanette Boswell,Furniture,Central,4269.59
Jeanette Boswell,Office Supplies,Central,352.19
Jeanette Davies,Technology,East,10180.01
Jeanne Chandler,Furniture,South,43.77
Jeanne Chandler,Office Supplies,South,385.04
Jeanne Donnelly,Office Supplies,East,281.57
Jeanne Nguyen,Furniture,East,276.64
Jeanne Nguyen,Office Supplies,East,4191.93
Jeanne Nguyen,Technology,East,1206.41
Jeanne Schwarz,Office Supplies,Central,17.37
Jeanne Schwarz,Technology,Central,1252.93
Jeanne Walker,Office Supplies,East,26.18
Jeanne Werner,Furniture,Central,15985.44
Jeanne Werner,Office Supplies,Central,2035.83
Jeanne Werner,Technology,Central,2987.73
Jeanne Woodruff,Furniture,Central,1468.97
Jeanne Woodruff,Office Supplies,Central,2220.4
Jeff Bennett,Technology,East,688.73
Jeff Bunn,Office Supplies,West,179.68
Jeff Bunn,Technology,West,693.22
Jeff Lassiter,Furniture,East,1369.41
Jeff Meadows,Furniture,South,2230.38
Jeff Meadows,Office Supplies,South,937.98
Jeff Spivey,Furniture,Central,117.6
Jeff Spivey,Office Supplies,Central,710.28
Jeffrey Cheng,Furniture,Central,9676.01
Jeffrey Cheng,Office Supplies,Central,243.37
Jeffrey Cheng,Technology,Central,2341.48
Jeffrey Lloyd,Furniture,South,1377.46
Jeffrey Lloyd,Office Supplies,South,210.92
Jeffrey Mueller,Office Supplies,Central,47.43
Jeffrey Mueller,Technology,Central,2068.96
Jeffrey Page,Office Supplies,East,599.03
Jeffrey Pearson,Furniture,Central,3.67
Jeffrey Pearson,Office Supplies,Central,15.78
Jeffrey Strauss,Office Supplies,Central,2302.22
Jennifer Brandon,Furniture,East,1788.56
Jennifer Grant,Furniture,Central,134.06
Jennifer Grant,Office Supplies,Central,2355.24
Jennifer Grant,Technology,Central,65.06
Jennifer Marks,Office Supplies,South,327.4
Jennifer Marks,Technology,South,153.96
Jennifer Siegel,Furniture,Central,49.78
Jennifer Siegel,Office Supplies,Central,337.89
Jennifer Siegel,Technology,Central,980.86
Jennifer Stanton,Furniture,South,55.08
Jennifer Stanton,Office Supplies,South,139.16
Jennifer Zimmerman,Furniture,South,2029.82
Jennifer Zimmerman,Office Supplies,South,505.01
Jennifer Zimmerman,Technology,South,1449.37
Jenny Gold,Furniture,West,26704.84
Jenny Gold,Office Supplies,West,8725.96
Jenny Gold,Technology,West,7799.06
Jenny Hawkins,Office Supplies,Central,381.83
Jenny Hawkins,Technology,Central,93.81
Jenny Henry,Office Supplies,East,44.47
Jenny Petty,Office Supplies,East,136.99
Jenny Sanchez,Technology,West,2395.13
Jeremy Orr,Furniture,Central,6136
Jeremy Orr,Office Supplies,Central,315.46
Jeremy Pratt,Office Supplies,Central,397.13
Jeremy Pratt,Technology,Central,374.81
Jeremy Reilly,Office Supplies,Central,20.85
Jeremy Reilly,Technology,Central,962.99
Jerome Block,Office Supplies,East,58.67
Jerome Burch,Furniture,West,377.47
Jerome Burch,Office Supplies,West,98.96
Jerome Cummings,Furniture,East,771.99
Jerome McIntosh,Furniture,Central,1259.92
Jerome McIntosh,Office Supplies,Central,1056.5
Jerome Stevens,Office Supplies,East,150.25
Jerry Barber,Office Supplies,East,341.59
Jerry Barnes Nelson,Office Supplies,West,113.23
Jerry Barnes Nelson,Technology,West,207.86
Jerry Creech,Office Supplies,Central,797.55
Jerry Creech,Technology,Central,197.28
Jerry Ennis,Office Supplies,West,314.5
Jerry Ennis,Technology,West,185.36
Jerry Webster,Furniture,South,5295.03
